material_id,material_name,product_family,tds_found,industry_level_1,category_level_2,application_level_3,is_primary_application,application_function_details,validation_status
344,Potassium Sorbate Granular-25kg,Potassium Sorbate,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Broad-spectrum antimicrobial inhibition against yeasts and molds in acidic beverages.,Analyst Proposed
344,Potassium Sorbate Granular-25kg,Potassium Sorbate,Not found for any variants,"Sauces, Condiments & Dressings",Emulsified Sauces & Dips,Mayonnaise / Salad Dressings,No,Prevents spoilage and extends ambient shelf life in table sauces.,Analyst Proposed
345,Potassium Sorbate Powder-25kg,Potassium Sorbate,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Broad-spectrum antimicrobial inhibition against yeasts and molds in acidic beverages.,Analyst Proposed
345,Potassium Sorbate Powder-25kg,Potassium Sorbate,Not found for any variants,"Sauces, Condiments & Dressings",Emulsified Sauces & Dips,Mayonnaise / Salad Dressings,No,Prevents spoilage and extends ambient shelf life in table sauces.,Analyst Proposed
346,Smoked casing - 23E*84,Cellulose Casings,"No, but copied variant",Meat & Poultry,Sausage Casings,Shirred Cellulose Casings,Yes,"High mechanical tensile strength for automated stuffing of hot dogs, frankfurters, and smoked sausages, uniform caliber diameter, optimal smoke permeability, and clean peeling.",Analyst Proposed
347,Sodium Acid Pyrophosphate (SAPP28)-25kg,Sodium Acid Pyrophosphate (SAPP28)-25kg,"No, and doesn't have variants",Bakery,Cake & Bakery,Sponge Cake / Muffin Leavening,Yes,Controls acid-reaction rate in chemical leavening systems for cake batters and biscuits.,Analyst Proposed
348,Sodium Ascorbate China,Sodium Ascorbate China,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
349,Sodium Benzoate China-25kg,Sodium Benzoate,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Broad-spectrum antimicrobial inhibition against yeasts and molds in acidic beverages.,Analyst Proposed
349,Sodium Benzoate China-25kg,Sodium Benzoate,Not found for any variants,"Sauces, Condiments & Dressings",Emulsified Sauces & Dips,Mayonnaise / Salad Dressings,No,Prevents spoilage and extends ambient shelf life in table sauces.,Analyst Proposed
350,Sodium Benzoate Wuhan-25kg,Sodium Benzoate,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Broad-spectrum antimicrobial inhibition against yeasts and molds in acidic beverages.,Analyst Proposed
350,Sodium Benzoate Wuhan-25kg,Sodium Benzoate,Not found for any variants,"Sauces, Condiments & Dressings",Emulsified Sauces & Dips,Mayonnaise / Salad Dressings,No,Prevents spoilage and extends ambient shelf life in table sauces.,Analyst Proposed
351,Sodium Citrate-25kg,Sodium Citrate-25kg,"No, and doesn't have variants",Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,"Provides crisp tart acidity, enhances fruit flavor perception, and regulates formulation pH.",Analyst Proposed
351,Sodium Citrate-25kg,Sodium Citrate-25kg,"No, and doesn't have variants",Dairy,Cheese,Processed Cheese,No,Buffering salt assisting calcium chelation and protein emulsification.,Analyst Proposed
352,Sodium Diacetate-25kg,Sodium Diacetate-25kg,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
353,Sodium Erythorbate China-25kg,Sodium Erythorbate China-25kg,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
354,Sodium Hexametaphosphate (SHMP)-25kg,Sodium Hexametaphosphate (SHMP)-25kg,"No, and doesn't have variants",Meat & Poultry,Poultry Processing & Sausages,Injected Chicken / Turkey Breasts & Sausages,Yes,"Increases muscle protein ionic strength and pH, maximizing brine retention, reducing cooking purge, and enhancing sausage snap.",Analyst Proposed
354,Sodium Hexametaphosphate (SHMP)-25kg,Sodium Hexametaphosphate (SHMP)-25kg,"No, and doesn't have variants",Dairy,Cheese,Processed Cheese Melting Salts,No,Chelates calcium ions to convert insoluble paracasein into smooth emulsifying protein matrix in processed cheese slices and blocks.,Analyst Proposed
355,Sodium Lactate-25kg,Sodium Lactate-25kg,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
356,Sodium Metabisulfite-25kg,Sodium Metabisulfite-25kg,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
357,Sodium Tripolyphosphate (STPP)-25kg,STPP Phosphates,"No, and doesn't have variants",Meat & Poultry,Poultry Processing & Sausages,Injected Chicken / Turkey Breasts & Sausages,Yes,"Increases muscle protein ionic strength and pH, maximizing brine retention, reducing cooking purge, and enhancing sausage snap.",Analyst Proposed
357,Sodium Tripolyphosphate (STPP)-25kg,STPP Phosphates,"No, and doesn't have variants",Dairy,Cheese,Processed Cheese Melting Salts,No,Chelates calcium ions to convert insoluble paracasein into smooth emulsifying protein matrix in processed cheese slices and blocks.,Analyst Proposed
358,Soya Protein Concentrate 70%,Soya Proteins & TVP,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",Analyst Proposed
358,Soya Protein Concentrate 70%,Soya Proteins & TVP,"No, but copied variant",Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",Analyst Proposed
359,Soya Protein Isolate 90%,Soya Proteins & TVP,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",Analyst Proposed
359,Soya Protein Isolate 90%,Soya Proteins & TVP,"No, but copied variant",Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",Analyst Proposed
360,Soya Protein Isolate 90% (Gelling),Soya Proteins & TVP,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",Analyst Proposed
360,Soya Protein Isolate 90% (Gelling),Soya Proteins & TVP,"No, but copied variant",Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",Analyst Proposed
361,Soya Protein Isolate 90% (Injection),Soya Proteins & TVP,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",Analyst Proposed
361,Soya Protein Isolate 90% (Injection),Soya Proteins & TVP,"No, but copied variant",Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",Analyst Proposed
362,Sunset Yellow,Sunset Yellow,"No, and doesn't have variants",Confectionery,Sugar Confectionery,Hard / Soft Candies,Yes,Brilliant lemon-yellow natural shade with clean sensory profile.,Analyst Proposed
362,Sunset Yellow,Sunset Yellow,"No, and doesn't have variants",Dairy,Frozen Dairy,Ice Cream & Frozen Desserts,No,Vibrant yellow color in ice creams and dairy custards.,Analyst Proposed
363,Textra P 103 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,"Optimizes myofibrillar protein activation, binds fat and water tightly, and enhances casing bite in frankfurters.",Analyst Proposed
363,Textra P 103 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Meatballs",No,"Reduces cooking shrinkage, maintains juiciness, and prevents fat-out in burger patties.",Analyst Proposed
363,Textra P 103 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Poultry Processing,Injected Chicken / Turkey Breasts,No,Improves yield and texture in injected whole muscle poultry and nuggets.,Analyst Proposed
364,TEXTRA P 104 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,"Optimizes myofibrillar protein activation, binds fat and water tightly, and enhances casing bite in frankfurters.",Analyst Proposed
364,TEXTRA P 104 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Meatballs",No,"Reduces cooking shrinkage, maintains juiciness, and prevents fat-out in burger patties.",Analyst Proposed
364,TEXTRA P 104 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Poultry Processing,Injected Chicken / Turkey Breasts,No,Improves yield and texture in injected whole muscle poultry and nuggets.,Analyst Proposed
365,Textra P100,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,"Optimizes myofibrillar protein activation, binds fat and water tightly, and enhances casing bite in frankfurters.",Analyst Proposed
365,Textra P100,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Meatballs",No,"Reduces cooking shrinkage, maintains juiciness, and prevents fat-out in burger patties.",Analyst Proposed
365,Textra P100,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Poultry Processing,Injected Chicken / Turkey Breasts,No,Improves yield and texture in injected whole muscle poultry and nuggets.,Analyst Proposed
366,Textra P100 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,"Optimizes myofibrillar protein activation, binds fat and water tightly, and enhances casing bite in frankfurters.",Analyst Proposed
366,Textra P100 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Meatballs",No,"Reduces cooking shrinkage, maintains juiciness, and prevents fat-out in burger patties.",Analyst Proposed
366,Textra P100 25 kg,Textra / Revastab Meat & Gelling Blends,"No, but copied variant",Meat & Poultry,Poultry Processing,Injected Chicken / Turkey Breasts,No,Improves yield and texture in injected whole muscle poultry and nuggets.,Analyst Proposed
367,Transglutaminase (TG),Transglutaminase (TG),"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
368,TVP Soya Local - S,Soya Proteins & TVP,"No, but copied variant",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",Analyst Proposed
368,TVP Soya Local - S,Soya Proteins & TVP,"No, but copied variant",Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",Analyst Proposed
369,Vegatable Carbon Black,Vegatable Carbon Black,"No, and doesn't have variants",Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,Standardized food grade functional ingredient.,Analyst Proposed
370,Whey Protein Concentrate 80% (WPC 80),Whey Protein Concentrate 80% (WPC 80),"No, and doesn't have variants",Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",Analyst Proposed
370,Whey Protein Concentrate 80% (WPC 80),Whey Protein Concentrate 80% (WPC 80),"No, and doesn't have variants",Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",Analyst Proposed
371,Xanthan Gum (200 Mesh),Xanthan Gum,Not found for any variants,"Sauces, Condiments & Dressings",Emulsified Sauces & Dips,Mayonnaise / Salad Dressings,Yes,"Pseudoplastic shear-thinning viscosity, permanent emulsion stability, and high cling.",Analyst Proposed
371,Xanthan Gum (200 Mesh),Xanthan Gum,Not found for any variants,Beverages,Juices & Nectars,Fruit Juices / Pulp Suspensions,No,Suspends insoluble fruit pulp and cloud particles uniformly.,Analyst Proposed
371,Xanthan Gum (200 Mesh),Xanthan Gum,Not found for any variants,Bakery,Bread,Pita / Tortilla / Flatbread,No,"Moisture retention, softness, and gluten replacement in gluten-free bakery.",Analyst Proposed
372,Xanthan Gum (80 Mesh),Xanthan Gum,Not found for any variants,"Sauces, Condiments & Dressings",Emulsified Sauces & Dips,Mayonnaise / Salad Dressings,Yes,"Pseudoplastic shear-thinning viscosity, permanent emulsion stability, and high cling.",Analyst Proposed
372,Xanthan Gum (80 Mesh),Xanthan Gum,Not found for any variants,Beverages,Juices & Nectars,Fruit Juices / Pulp Suspensions,No,Suspends insoluble fruit pulp and cloud particles uniformly.,Analyst Proposed
